iter	Passed	Remaining
624	500	15521
625	501	15519
626	502	15518
627	502	15515
628	503	15510
629	504	15510
630	505	15507
631	505	15502
632	506	15497
633	507	15491
634	507	15488
635	508	15487
636	509	15484
637	510	15483
638	510	15478
639	511	15472
640	512	15470
641	512	15466
642	513	15462
643	514	15462
644	515	15460
645	515	15456
646	516	15454
647	517	15452
648	518	15451
649	518	15444
650	519	15443
651	520	15443
652	521	15439
653	521	15433
654	522	15431
655	523	15432
656	524	15431
657	524	15431
658	525	15428
659	526	15431
660	527	15428
661	528	15424
662	528	15421
663	529	15418
664	530	15417
665	531	15442
666	532	15441
667	533	15436
668	534	15433
669	534	15427
670	535	15424
671	536	15422
672	536	15420
673	537	15418
674	538	15422
675	539	15422
676	540	15419
677	540	15416
678	541	15415
679	542	15411
680	543	15410
681	543	15408
682	545	15425
683	546	15420
684	546	15416
685	547	15411
686	548	15408
687	548	15405
688	549	15402
689	550	15395
690	550	15395
691	551	15392
692	552	15391
693	553	15392
694	554	15389
695	554	15384
696	555	15384
697	556	15381
698	556	15376
699	558	15393
700	558	15388
701	559	15386
702	560	15384
703	561	15382
704	561	15378
705	562	15373
706	563	15367
707	563	15364
708	564	15360
709	565	15358
710	565	15355
711	567	15369
712	568	15366
713	568	15361
714	569	15359
715	570	15356
716	571	15356
717	571	15359
718	572	15355
719	573	15353
720	574	15356
721	575	15356
722	576	15358
723	576	15355
724	577	15356
725	578	15353
726	579	15350
727	579	15349
728	580	15345
729	581	15343
730	581	15340
731	582	15340
732	583	15337
733	584	15351
734	585	15348
735	586	15345
736	586	15341
737	587	15341
738	588	15340
739	589	15337
740	590	15335
741	590	15334
742	591	15329
743	592	15325
744	592	15320
745	593	15320
746	594	15318
747	595	15314
748	595	15310
749	596	15306
750	597	15306
751	597	15305
752	598	15303
753	599	15306
754	600	15305
755	601	15302
756	601	15302
757	602	15299
758	603	15297
759	604	15293
760	604	15289
761	605	15285
762	606	15282
763	606	15279
764	608	15291
765	608	15287
766	609	15285
767	610	15286
768	611	15286
769	611	15283
770	612	15280
771	613	15278
772	614	15277
773	614	15275
774	615	15272
775	616	15271
776	617	15267
777	617	15263
778	618	15260
779	619	15258
780	620	15258
781	620	15254
782	621	15253
783	622	15252
784	623	15264
785	624	15263
786	625	15259
787	625	15260
788	626	15255
789	627	15268
790	628	15266
791	629	15261
792	630	15259
793	630	15258
794	631	15259
795	633	15273
796	633	15273
797	634	15270
798	635	15268
799	636	15265
800	636	15263
801	637	15261
802	638	15259
803	639	15268
804	640	15265
805	641	15266
806	641	15263
807	642	15261
808	643	15258
809	643	15257
810	644	15257
811	645	15255
812	646	15255
813	647	15258
814	648	15257
815	648	15255
816	649	15254
817	650	15253
818	651	15252
819	652	15252
820	652	15249
821	653	15246
822	654	15245
823	655	15244
824	655	15241
825	656	15238
826	657	15235
827	658	15236
828	658	15239
829	659	15237
830	660	15238
831	661	15235
832	662	15235
833	662	15233
834	663	15230
835	664	15228
836	665	15226
837	665	15224
838	666	15222
839	667	15221
840	668	15221
841	668	15216
842	669	15211
843	670	15208
844	670	15208
845	671	15205
846	672	15203
847	673	15200
848	673	15197
849	674	15195
850	675	15191
851	676	15204
852	677	15199
853	677	15199
854	678	15196
855	679	15196
856	680	15194
857	681	15193
858	681	15190
859	682	15188
860	683	15183
861	683	15180
862	684	15181
863	685	15177
864	686	15177
865	686	15175
866	687	15172
867	688	15171
868	688	15166
869	690	15177
870	690	15174
871	691	15174
872	692	15173
873	693	15171
874	693	15167
875	694	15164
876	695	15164
877	696	15162
878	696	15160
879	697	15158
880	698	15160
881	699	15161
882	700	15161
883	700	15158
884	701	15153
885	702	15151
886	703	15148
887	703	15148
888	704	15147
889	705	15156
890	706	15155
891	707	15153
892	708	15150
893	708	15144
894	709	15144
895	710	15144
896	711	15145
897	712	15146
898	712	15146
899	713	15142
900	714	15141
901	715	15140
902	715	15137
903	716	15136
904	717	15133
905	717	15130
906	718	15127
907	719	15128
908	720	15126
909	720	15124
910	721	15122
911	722	15120
912	723	15119
913	723	15115
914	724	15113
915	725	15109
916	725	15107
917	726	15105
918	727	15103
919	728	15103
920	728	15101
921	729	15100
922	730	15098
923	731	15096
924	732	15095
925	732	15093
926	733	15091
927	734	15091
928	735	15089
929	735	15087
930	736	15083
931	737	15082
932	738	15083
933	738	15080
934	739	15078
935	740	15076
936	740	15072
937	741	15072
938	742	15070
939	743	15072
940	744	15070
941	744	15068
942	745	15068
943	746	15066
944	747	15062
945	747	15061
946	748	15058
947	749	15058
948	749	15055
949	750	15052
950	751	15050
951	752	15049
952	752	15046
953	753	15043
954	754	15041
955	755	15040
956	755	15038
957	756	15035
958	757	15034
959	758	15034
960	758	15035
961	759	15032
962	760	15030
963	761	15030
964	761	15029
965	762	15026
966	763	15024
967	764	15023
968	764	15020
969	765	15017
970	766	15015
971	767	15015
972	767	15013
973	768	15010
974	769	15016
975	770	15013
976	771	15012
977	771	15011
978	772	15009
979	773	15008
980	774	15006
981	775	15016
982	776	15016
983	777	15024
984	778	15034
985	779	15033
986	780	15032
987	781	15039
988	782	15038
989	783	15036
990	783	15036
991	784	15034
992	785	15030
993	785	15028
994	786	15028
995	787	15025
996	788	15023
997	789	15022
998	789	15022
999	790	15018
1000	791	15016
1001	791	15013
1002	792	15010
1003	793	15013
1004	794	15012
1005	795	15012
1006	795	15008
1007	796	15008
1008	797	15005
1009	797	15002
1010	798	15001
1011	799	14998
1012	800	14995
1013	800	14994
1014	801	14994
1015	802	14995
1016	803	15001
1017	804	14998
1018	805	14996
1019	805	14995
1020	806	14995
1021	807	14995
1022	808	14993
1023	808	14990
1024	809	14990
1025	810	14987
1026	811	14985
1027	811	14983
1028	812	14981
1029	813	14980
1030	814	14979
1031	814	14977
1032	815	14974
1033	816	14972
1034	816	14970
1035	817	14968
1036	818	14966
1037	819	14963
1038	819	14962
1039	820	14961
1040	821	14960
1041	822	14970
1042	823	14971
1043	824	14970
1044	825	14969
1045	825	14965
1046	826	14962
1047	827	14960
1048	828	14961
1049	828	14960
1050	829	14959
1051	830	14958
1052	831	14954
1053	831	14952
1054	832	14950
1055	833	14950
1056	834	14948
1057	834	14947
1058	835	14945
1059	836	14945
1060	837	14944
1061	837	14942
1062	838	14942
1063	839	14939
1064	840	14936
1065	840	14934
1066	841	14931
1067	842	14930
1068	842	14927
1069	843	14925
1070	844	14925
1071	845	14923
1072	845	14922
1073	846	14919
1074	847	14927
1075	848	14925
1076	850	14934
1077	850	14936
1078	851	14934
1079	852	14932
1080	853	14930
1081	853	14927
1082	854	14926
1083	855	14922
1084	855	14922
1085	856	14919
1086	857	14919
1087	858	14919
1088	859	14920
1089	859	14918
1090	860	14917
1091	861	14913
1092	861	14910
1093	862	14907
1094	863	14904
1095	863	14901
1096	864	14900
1097	865	14900
1098	866	14898
1099	866	14895
1100	867	14892
1101	868	14888
1102	868	14887
1103	869	14886
1104	870	14884
1105	871	14882
1106	871	14880
1107	872	14880
1108	873	14881
1109	874	14880
1110	875	14878
1111	875	14877
1112	876	14875
1113	877	14874
1114	878	14874
1115	878	14872
1116	879	14871
1117	880	14878
1118	881	14875
1119	882	14872
1120	882	14870
1121	883	14869
1122	884	14866
1123	885	14865
1124	885	14863
1125	886	14860
1126	887	14859
1127	888	14858
1128	888	14857
1129	889	14854
1130	890	14853
1131	891	14853
1132	891	14852
1133	892	14852
1134	893	14849
1135	894	14847
1136	894	14845
1137	895	14843
1138	896	14840
1139	896	14839
1140	899	14860
1141	899	14858
1142	900	14856
1143	901	14855
1144	902	14854
1145	903	14862
1146	904	14859
1147	904	14858
1148	905	14855
1149	906	14853
1150	906	14853
1151	907	14851
1152	908	14850
1153	909	14850
1154	910	14848
1155	910	14846
1156	911	14845
1157	912	14844
1158	913	14843
1159	913	14842
1160	914	14840
1161	915	14839
1162	916	14839
1163	916	14836
1164	917	14834
1165	918	14832
1166	919	14831
1167	919	14828
1168	920	14833
1169	921	14833
1170	922	14832
1171	923	14832
1172	924	14831
1173	924	14830
1174	925	14829
1175	926	14826
1176	927	14826
1177	928	14834
1178	929	14832
1179	929	14831
1180	930	14831
1181	931	14830
1182	933	14840
1183	933	14839
1184	934	14838
1185	935	14835
1186	935	14834
1187	936	14834
1188	937	14832
1189	938	14832
1190	939	14832
1191	939	14830
1192	940	14828
1193	941	14827
1194	942	14826
1195	942	14825
1196	943	14825
1197	944	14823
1198	945	14823
1199	946	14822
1200	946	14820
1201	947	14822
1202	948	14820
1203	949	14819
1204	950	14818
1205	950	14816
1206	951	14816
1207	952	14815
1208	953	14813
1209	953	14812
1210	954	14809
1211	955	14807
1212	955	14805
1213	956	14804
1214	957	14801
1215	957	14798
1216	958	14795
1217	959	14794
1218	960	14792
1219	960	14790
1220	961	14787
1221	962	14788
1222	963	14796
1223	964	14795
1224	965	14793
1225	966	14793
1226	966	14793
1227	967	14792
1228	968	14789
1229	969	14787
1230	969	14786
1231	970	14784
1232	971	14781
1233	971	14780
1234	972	14780
1235	973	14776
1236	974	14774
1237	974	14773
1238	975	14771
1239	976	14769
1240	977	14774
1241	977	14770
1242	978	14766
1243	979	14762
1244	979	14762
1245	981	14765
1246	982	14768
1247	983	14771
1248	984	14773
1249	984	14772
1250	985	14769
1251	986	14768
1252	987	14768
1253	987	14767
1254	988	14768
1255	989	14766
1256	990	14763
1257	990	14762
1258	991	14760
1259	992	14759
1260	993	14758
1261	994	14759
1262	994	14758
1263	995	14758
1264	996	14756
1265	997	14755
1266	998	14756
1267	998	14752
1268	999	14751
1269	1000	14749
1270	1001	14751
1271	1001	14750
1272	1002	14749
1273	1003	14747
1274	1004	14745
1275	1004	14743
1276	1005	14742
1277	1006	14740
1278	1006	14737
1279	1007	14734
1280	1008	14733
1281	1009	14733
1282	1009	14733
1283	1010	14733
1284	1011	14732
1285	1012	14731
1286	1013	14729
1287	1013	14728
1288	1014	14726
1289	1015	14726
1290	1016	14728
1291	1017	14729
1292	1018	14728
1293	1018	14726
1294	1019	14727
1295	1020	14725
1296	1021	14723
1297	1022	14733
1298	1023	14733
1299	1024	14730
1300	1024	14727
1301	1025	14726
1302	1026	14723
1303	1026	14723
1304	1027	14722
1305	1028	14720
1306	1029	14720
1307	1029	14718
1308	1030	14716
1309	1031	14715
1310	1032	14713
1311	1032	14712
1312	1033	14711
1313	1034	14710
1314	1035	14716
1315	1036	14715
1316	1037	14713
1317	1037	14711
1318	1038	14709
1319	1039	14708
1320	1040	14706
1321	1040	14703
1322	1041	14703
1323	1042	14701
1324	1042	14698
1325	1043	14696
1326	1044	14695
1327	1044	14692
1328	1045	14692
1329	1046	14689
1330	1047	14689
1331	1047	14687
1332	1048	14686
1333	1049	14686
1334	1050	14683
1335	1050	14681
1336	1051	14679
1337	1052	14678
1338	1053	14677
1339	1053	14676
1340	1054	14675
1341	1055	14675
1342	1056	14673
1343	1056	14672
1344	1057	14669
1345	1058	14668
1346	1059	14667
1347	1059	14666
1348	1060	14667
1349	1061	14666
1350	1062	14666
1351	1063	14664
1352	1063	14663
1353	1064	14662
1354	1065	14662
1355	1066	14660
1356	1067	14659
1357	1067	14658
1358	1068	14655
1359	1069	14653
1360	1069	14651
1361	1070	14651
1362	1071	14649
1363	1072	14647
1364	1072	14646
1365	1073	14643
1366	1074	14643
1367	1074	14640
1368	1075	14638
1369	1076	14636
1370	1077	14634
1371	1077	14633
1372	1078	14632
1373	1079	14632
1374	1080	14631
1375	1080	14630
1376	1081	14627
1377	1082	14626
1378	1083	14625
1379	1083	14625
1380	1085	14632
1381	1086	14630
1382	1086	14629
1383	1087	14628
1384	1088	14627
1385	1088	14625
1386	1089	14624
1387	1090	14621
1388	1091	14621
1389	1092	14621
1390	1092	14619
1391	1093	14616
1392	1094	14614
1393	1094	14613
1394	1095	14613
1395	1096	14610
1396	1097	14608
1397	1097	14606
1398	1098	14603
1399	1099	14602
1400	1099	14601
1401	1100	14599
1402	1101	14596
1403	1101	14595
1404	1102	14593
1405	1103	14592
1406	1104	14590
1407	1104	14588
1408	1105	14585
1409	1106	14584
1410	1106	14583
1411	1107	14581
1412	1108	14579
1413	1109	14578
1414	1109	14576
1415	1110	14573
1416	1111	14571
1417	1111	14570
1418	1112	14567
1419	1113	14566
1420	1113	14564
1421	1114	14565
1422	1115	14563
1423	1116	14560
1424	1117	14560
1425	1117	14560
1426	1118	14560
1427	1119	14558
1428	1120	14558
1429	1121	14557
1430	1121	14557
1431	1122	14558
1432	1123	14555
1433	1124	14562
1434	1125	14562
1435	1126	14560
1436	1127	14560
1437	1128	14560
1438	1128	14560
1439	1129	14559
1440	1130	14559
1441	1131	14558
1442	1132	14557
1443	1132	14556
1444	1133	14556
1445	1134	14555
1446	1135	14554
1447	1135	14554
1448	1137	14560
1449	1138	14559
1450	1138	14557
1451	1139	14556
1452	1140	14554
1453	1141	14555
1454	1142	14562
1455	1143	14560
1456	1143	14558
1457	1144	14557
1458	1145	14555
1459	1146	14554
1460	1146	14552
1461	1147	14551
1462	1148	14550
1463	1149	14548
1464	1149	14548
1465	1150	14549
1466	1152	14558
1467	1153	14556
1468	1153	14556
1469	1154	14555
1470	1155	14554
1471	1156	14554
1472	1156	14551
1473	1157	14551
1474	1158	14549
1475	1159	14546
1476	1159	14544
1477	1160	14544
1478	1161	14542
1479	1161	14540
1480	1162	14538
1481	1163	14535
1482	1164	14543
1483	1165	14541
1484	1174	14645
1485	1180	14703
1486	1181	14706
1487	1182	14708
1488	1183	14710
1489	1184	14713
1490	1215	15084
1491	1216	15087
1492	1217	15090
1493	1218	15094
1494	1219	15098
1495	1221	15102
1496	1222	15106
1497	1223	15110
1498	1224	15114
1499	1225	15113
1500	1226	15114
1501	1227	15117
1502	1228	15120
1503	1229	15123
1504	1230	15125
1505	1231	15127
1506	1232	15129
1507	1233	15131
1508	1234	15131
1509	1235	15131
1510	1236	15132
1511	1237	15134
1512	1238	15136
1513	1239	15138
1514	1240	15139
1515	1241	15141
1516	1242	15142
1517	1243	15144
1518	1244	15143
1519	1245	15142
1520	1246	15140
1521	1247	15140
1522	1247	15138
1523	1248	15138
1524	1249	15140
1525	1250	15142
1526	1251	15143
1527	1252	15141
1528	1253	15139
1529	1254	15140
1530	1255	15144
1531	1256	15145
1532	1257	15142
1533	1257	15139
1534	1258	15137
1535	1259	15136
1536	1259	15134
1537	1260	15136
1538	1261	15133
1539	1263	15140
1540	1263	15139
1541	1264	15139
1542	1265	15138
1543	1266	15137
1544	1266	15134
1545	1267	15134
1546	1268	15132
1547	1269	15129
1548	1270	15129
1549	1270	15127
1550	1271	15125
1551	1272	15124
1552	1274	15133
1553	1276	15155
1554	1277	15153
1555	1278	15153
1556	1279	15153
1557	1279	15150
1558	1280	15149
1559	1281	15148
1560	1282	15147
1561	1283	15147
1562	1284	15146
1563	1284	15146
1564	1285	15144
1565	1286	15142
1566	1287	15139
1567	1287	15138
1568	1288	15136
1569	1289	15135
1570	1290	15133
1571	1290	15132
1572	1291	15132
1573	1292	15131
1574	1293	15129
1575	1294	15127
1576	1294	15125
1577	1295	15123
1578	1296	15121
1579	1296	15120
1580	1297	15118
1581	1298	15116
1582	1299	15114
1583	1300	15115
1584	1300	15114
1585	1301	15112
1586	1302	15110
1587	1303	15108
1588	1303	15106
1589	1304	15104
1590	1305	15102
1591	1305	15099
1592	1306	15097
1593	1307	15096
1594	1308	15094
1595	1308	15093
1596	1310	15098
1597	1310	15094
1598	1311	15093
1599	1312	15090
1600	1312	15088
1601	1313	15086
1602	1314	15085
1603	1315	15084
1604	1316	15083
1605	1316	15081
1606	1317	15079
1607	1318	15077
1608	1318	15076
1609	1319	15075
1610	1320	15073
1611	1321	15071
1612	1322	15069
1613	1322	15067
1614	1323	15066
1615	1324	15064
1616	1324	15062
1617	1325	15060
1618	1326	15057
1619	1326	15055
1620	1327	15054
1621	1328	15051
1622	1329	15049
1623	1329	15047
1624	1330	15046
1625	1331	15045
1626	1332	15042
1627	1332	15041
1628	1333	15040
1629	1334	15037
1630	1334	15034
1631	1335	15032
1632	1336	15031
1633	1337	15030
1634	1337	15028
1635	1338	15026
1636	1339	15024
1637	1340	15023
1638	1340	15021
1639	1341	15017
1640	1342	15016
1641	1342	15014
1642	1343	15013
1643	1344	15011
1644	1345	15010
1645	1346	15009
1646	1346	15008
1647	1347	15008
1648	1348	15009
1649	1349	15007
1650	1350	15005
1651	1350	15004
1652	1351	15003
1653	1352	15001
1654	1353	15001
1655	1354	14999
1656	1354	14997
1657	1355	14994
1658	1356	14993
1659	1357	14992
1660	1357	14990
1661	1358	14988
1662	1359	14985
1663	1359	14984
1664	1360	14984
1665	1361	14982
1666	1362	14981
1667	1363	14980
1668	1363	14978
1669	1364	14979
1670	1365	14977
1671	1366	14974
1672	1366	14972
1673	1367	14971
1674	1368	14970
1675	1369	14968
1676	1369	14968
1677	1370	14965
1678	1371	14964
1679	1372	14963
1680	1372	14960
1681	1373	14959
1682	1374	14958
1683	1375	14964
1684	1377	14968
1685	1377	14967
1686	1378	14964
1687	1379	14962
1688	1379	14960
1689	1380	14958
1690	1381	14955
1691	1381	14953
1692	1382	14952
1693	1383	14950
1694	1384	14947
1695	1384	14945
1696	1385	14944
1697	1386	14941
1698	1387	14940
1699	1387	14939
1700	1388	14936
1701	1389	14935
1702	1390	14934
1703	1390	14931
1704	1391	14930
1705	1392	14927
1706	1392	14926
1707	1393	14925
1708	1394	14924
1709	1395	14922
1710	1395	14921
1711	1396	14920
1712	1397	14918
1713	1398	14916
1714	1398	14915
1715	1399	14914
1716	1400	14914
1717	1401	14912
1718	1402	14910
1719	1402	14908
1720	1403	14906
1721	1404	14903
1722	1404	14901
1723	1405	14901
1724	1406	14900
1725	1407	14898
1726	1407	14896
1727	1408	14895
1728	1409	14895
1729	1410	14893
1730	1410	14891
1731	1411	14890
1732	1412	14888
1733	1413	14887
1734	1413	14885
1735	1414	14882
1736	1415	14880
1737	1415	14877
1738	1416	14874
1739	1417	14873
1740	1417	14871
1741	1418	14867
1742	1419	14867
1743	1420	14866
1744	1420	14865
1745	1421	14862
1746	1422	14860
1747	1423	14860
1748	1423	14859
1749	1424	14858
1750	1425	14857
1751	1426	14854
1752	1426	14852
1753	1427	14851
1754	1428	14850
1755	1429	14848
1756	1429	14847
1757	1430	14845
1758	1431	14844
1759	1432	14842
1760	1432	14839
1761	1433	14838
1762	1434	14837
1763	1435	14835
1764	1436	14839
1765	1437	14837
1766	1437	14836
1767	1438	14834
1768	1439	14832
1769	1439	14830
1770	1440	14828
1771	1441	14826
1772	1442	14825
1773	1442	14824
1774	1443	14822
1775	1444	14821
1776	1445	14819
1777	1445	14818
1778	1446	14815
1779	1447	14814
1780	1447	14811
1781	1448	14809
1782	1449	14807
1783	1450	14806
1784	1450	14805
1785	1451	14805
1786	1452	14803
1787	1453	14806
1788	1454	14804
1789	1455	14803
1790	1455	14802
1791	1456	14800
1792	1457	14799
1793	1458	14799
1794	1459	14799
1795	1459	14797
1796	1460	14796
1797	1461	14794
1798	1462	14793
1799	1462	14792
1800	1463	14789
1801	1464	14788
1802	1465	14785
1803	1465	14785
