iter	RMSE
192	0.1923772012
193	0.1919349936
194	0.1914399514
195	0.1909870026
196	0.1905737227
197	0.1901551442
198	0.1897024809
199	0.1892801463
200	0.1888633502
201	0.1884007894
202	0.1879818651
203	0.1875419959
204	0.1871568052
205	0.1867287837
206	0.1863111489
207	0.1858970097
208	0.1854925008
209	0.1851267059
210	0.1848047768
211	0.1844236398
212	0.1840036008
213	0.1836668542
214	0.1832892456
215	0.1828971067
216	0.1825129525
217	0.1821037559
218	0.1817503795
219	0.1813806138
220	0.1810384114
221	0.1806064977
222	0.1802624965
223	0.1798885193
224	0.1795907946
225	0.1792358886
226	0.1789107972
227	0.1785565969
228	0.1782177638
229	0.1778572486
230	0.1775329672
231	0.1772241962
232	0.1768974928
233	0.1765211877
234	0.1761847985
235	0.1759106603
236	0.1755989221
237	0.1752777597
238	0.1749448081
239	0.174597551
240	0.1743027494
241	0.1740270259
242	0.173751286
243	0.1734609973
244	0.1731181157
245	0.1727529353
246	0.1724591932
247	0.1721772888
248	0.1718511549
249	0.1715675157
250	0.1713041068
251	0.1710143272
252	0.1707374186
253	0.1704611504
254	0.1701650024
255	0.1698900026
256	0.1696077951
257	0.1693429387
258	0.1690787486
259	0.1687808994
260	0.1684835908
261	0.1682053778
262	0.167937114
263	0.1676841772
264	0.1674484633
265	0.1671885637
266	0.1668750112
267	0.1666425758
268	0.1663563641
269	0.1660883526
270	0.1658488385
271	0.1656025137
272	0.1653715124
273	0.1651025662
274	0.1648466853
275	0.1646201704
276	0.1643636872
277	0.1641245393
278	0.1639141411
279	0.1636533013
280	0.1634212866
281	0.163188002
282	0.1629559531
283	0.1627208546
284	0.1624934547
285	0.1622398913
286	0.1620534984
287	0.1618196468
288	0.1616045325
289	0.1614004409
290	0.161191629
291	0.1610054586
292	0.1607860162
293	0.1605499706
294	0.1602827765
295	0.1600334323
296	0.1598647954
297	0.159661931
298	0.1594403508
299	0.1591858153
300	0.1589916106
301	0.1587792931
302	0.1585581025
303	0.1583585268
304	0.1581756901
305	0.1579908085
306	0.1578220414
307	0.1575803419
308	0.1574105873
309	0.1572015892
310	0.1570206922
311	0.1568280366
312	0.1566261733
313	0.1564226875
314	0.1562423318
315	0.1560583458
316	0.1558299607
317	0.1556384405
318	0.155422793
319	0.1552580567
320	0.1550655764
321	0.1548702578
322	0.1546775475
323	0.1545210017
324	0.1543500279
325	0.1542043236
326	0.1540465047
327	0.1538838813
328	0.1537429183
329	0.1535765201
330	0.1534505564
331	0.1532680554
332	0.1530859633
333	0.1529082682
334	0.1527301027
335	0.1525582051
336	0.1524231799
337	0.1522548201
338	0.1520893339
339	0.1519107032
340	0.1517502709
341	0.1515903963
342	0.1514338603
343	0.1512742016
344	0.1511087795
345	0.1509585412
346	0.1507765201
347	0.1506200379
348	0.1504417357
349	0.1502754859
350	0.1501209511
351	0.149992162
352	0.1498324438
353	0.1496903276
354	0.1495303594
355	0.1494011633
356	0.1492691347
357	0.1490940696
358	0.148899099
359	0.1487728529
360	0.1486335349
361	0.1484731473
362	0.1483523047
363	0.1482042349
364	0.1480376146
365	0.1479172218
366	0.147773794
367	0.1476122537
368	0.1474904027
369	0.1473500446
370	0.1472280531
371	0.1471002449
372	0.1469564935
373	0.1467777771
374	0.1466297041
375	0.1464816087
376	0.1463508037
377	0.1462137043
378	0.1460854899
379	0.1459466671
380	0.1458036073
381	0.1456859437
382	0.1455656779
383	0.1454199196
384	0.1452958019
385	0.1451439817
386	0.1450123464
387	0.1449030959
388	0.1448019778
389	0.1446775715
390	0.1445750804
391	0.1444550348
392	0.144362028
393	0.1442125434
394	0.1440520569
395	0.1439224475
396	0.1437697018
397	0.1436345783
398	0.1434943172
399	0.1433765807
400	0.1432458963
401	0.143140311
402	0.1430352903
403	0.1429218128
404	0.1427968769
405	0.1426852112
406	0.142582618
407	0.1424814593
408	0.1423688815
409	0.1422754578
410	0.1421777356
411	0.1420519528
412	0.141970085
413	0.1418634437
414	0.1417744904
415	0.1416770387
416	0.1415617777
417	0.1414424255
418	0.1413186808
419	0.1412196132
420	0.1411298649
421	0.1410468808
422	0.1409116134
423	0.1408104903
424	0.1407227216
425	0.1406174087
426	0.1405169083
427	0.1404111048
428	0.1403103622
429	0.1402042375
430	0.1401061263
431	0.1399928057
432	0.1399007998
433	0.1397973892
434	0.1397082133
435	0.1396200823
436	0.1395192602
437	0.139413295
438	0.139338036
439	0.1392433104
440	0.1391485822
441	0.1390494395
442	0.1389699732
443	0.138879948
444	0.1387872829
445	0.1386707014
446	0.1385796182
447	0.1384977052
448	0.1383937328
449	0.1382812318
450	0.1382087744
451	0.1381427109
452	0.1380421091
453	0.137934167
454	0.1378248322
455	0.1377233172
456	0.1376357548
457	0.1375481877
458	0.1374756755
459	0.1373890572
460	0.1373139682
461	0.1372442469
462	0.1371651568
463	0.13708093
464	0.1370009809
465	0.1369297903
466	0.1368534316
467	0.136755355
468	0.1366845661
469	0.1365930639
470	0.1365027159
471	0.1364400833
472	0.1363722562
473	0.1362796245
474	0.1361931334
475	0.1361097055
476	0.1360111248
477	0.1359279804
478	0.1358527298
479	0.1357874934
480	0.1356965817
481	0.1356137673
482	0.1355299698
483	0.1354714447
484	0.1354087744
485	0.1353135741
486	0.1352208186
487	0.1351455043
488	0.1350839766
489	0.1350160074
490	0.1349358791
491	0.1348480972
492	0.1347731179
493	0.1346960879
494	0.1346326101
495	0.134560436
496	0.1344835577
497	0.1343984404
498	0.1343281998
499	0.1342546859
500	0.1341559642
501	0.1340723856
502	0.1339918251
503	0.1339201172
504	0.1338490187
505	0.1337521895
506	0.1336869384
507	0.133619606
508	0.1335617626
509	0.1334963177
510	0.1334406627
511	0.1333735624
512	0.1333146845
513	0.1332222371
514	0.1331544307
515	0.1330736489
516	0.1329988848
517	0.1329145759
518	0.1328549014
519	0.1327553881
520	0.1326806018
521	0.1326351347
522	0.1325781556
523	0.1325071193
524	0.1324306327
525	0.1323616237
526	0.1323053657
527	0.1322575591
528	0.1322133139
529	0.132146828
530	0.1320883409
531	0.1320294922
532	0.1319624371
533	0.1319211547
534	0.1318655913
535	0.1318173189
536	0.1317372257
537	0.1316734077
538	0.1315944447
539	0.1315262352
540	0.13146318
541	0.1313929623
542	0.1313311984
543	0.1312644113
544	0.1312184308
545	0.1311576411
546	0.131088036
547	0.131025406
548	0.1309463569
549	0.1308969174
550	0.1308207612
551	0.1307654918
552	0.1306846448
553	0.1306029634
554	0.1305564388
555	0.1304885266
556	0.1304454349
557	0.1303911467
558	0.1303232313
559	0.1302586688
560	0.1302081589
561	0.1301674473
562	0.1301093
563	0.1300536425
564	0.1300097826
565	0.1299523154
566	0.1298973343
567	0.1298268075
568	0.1297693968
569	0.12972034
570	0.1296739228
571	0.1295972553
572	0.1295389251
573	0.129492473
574	0.1294194103
575	0.1293661445
576	0.1293135931
577	0.1292691388
578	0.1292283149
579	0.1291639933
580	0.1291003474
581	0.1290319043
582	0.1289851889
583	0.1289377605
584	0.1288917183
585	0.1288297964
586	0.1287660547
587	0.1287189817
588	0.128671356
589	0.128619632
590	0.1285494821
591	0.1284936953
592	0.1284351751
593	0.1283828041
594	0.1283158143
595	0.1282634956
596	0.128203624
597	0.128131874
598	0.1280859362
599	0.1280409147
600	0.1279933081
601	0.1279427674
602	0.1278792971
603	0.1278142975
604	0.1277517863
605	0.1276951854
606	0.1276365366
607	0.1275860955
608	0.127524211
609	0.1274637444
610	0.1274035422
611	0.1273671653
612	0.1273163127
613	0.1272773165
614	0.1272335851
615	0.12717357
616	0.1271122096
617	0.1270770233
618	0.1270450261
619	0.1270006679
620	0.1269503201
621	0.1269122634
622	0.1268606131
623	0.126818025
624	0.1267577905
625	0.126723133
626	0.1266806047
627	0.1266345992
628	0.1266021643
629	0.1265439278
630	0.1264883534
631	0.1264489251
632	0.1264001988
633	0.1263549829
634	0.1263036981
635	0.126252654
636	0.126220476
637	0.1261740646
638	0.1261214319
639	0.126072714
640	0.1260363448
641	0.125991453
642	0.1259656021
643	0.1259238125
644	0.1258946038
645	0.1258532153
646	0.125792649
647	0.1257562277
648	0.1257283746
649	0.1256984851
650	0.1256614208
651	0.1256088452
652	0.1255784495
653	0.1255416242
654	0.1254879668
655	0.1254360537
656	0.1253759744
657	0.125341443
658	0.125289386
659	0.1252507509
660	0.1252018607
661	0.1251464151
662	0.1251034722
663	0.1250544757
664	0.1250218453
665	0.1249740269
666	0.1249323532
667	0.1248935171
668	0.1248560978
669	0.1248167442
670	0.1247709799
671	0.1247477489
672	0.1246979996
673	0.1246797872
674	0.124639242
675	0.1245818573
676	0.1245458006
677	0.1244925116
678	0.1244523278
679	0.1244055293
680	0.124365082
681	0.1243138073
682	0.1242770787
683	0.1242364266
684	0.124198942
685	0.1241562459
686	0.1241143663
687	0.1240796772
688	0.1240252882
689	0.1239953017
690	0.1239668081
691	0.1239298434
692	0.1238912134
693	0.1238558397
694	0.1238184424
695	0.1237771894
696	0.1237480266
697	0.1237082494
698	0.1236681438
699	0.1236522644
700	0.1236125367
701	0.1235865384
702	0.1235425399
703	0.1235050281
704	0.1234701137
705	0.1234307251
706	0.1233967216
707	0.1233600639
708	0.1233326497
709	0.1232928756
710	0.1232601484
711	0.1232247533
712	0.1231723832
713	0.123127914
714	0.1230889507
715	0.123053652
716	0.1230082372
717	0.1229758436
718	0.1229401592
719	0.1228973618
720	0.1228632428
721	0.1228312165
722	0.1227978763
723	0.122757429
724	0.1227174843
725	0.1226887388
726	0.122664848
727	0.1226381782
728	0.1226141366
729	0.1225749588
730	0.1225369776
731	0.1225134643
732	0.1224938032
733	0.122446987
734	0.1224229026
735	0.1223956868
736	0.1223515528
737	0.1223075516
738	0.1222906026
739	0.1222522485
740	0.1222071199
741	0.1221682813
742	0.1221309668
743	0.1221007162
744	0.1220581034
745	0.1220241682
746	0.1219890419
747	0.1219401283
748	0.1219078697
749	0.1218739494
750	0.1218340059
751	0.1218030731
752	0.1217570228
753	0.1217236463
754	0.1217034253
755	0.1216744093
756	0.1216517093
757	0.1216149379
758	0.1215865188
759	0.1215473414
760	0.1215273477
761	0.121490154
762	0.1214536042
763	0.121418963
764	0.1213852642
765	0.1213570715
766	0.1213226094
767	0.1212878862
768	0.1212480744
769	0.121208994
770	0.1211769475
771	0.1211532535
772	0.1211221114
773	0.1210882506
774	0.1210559066
775	0.1210172297
776	0.1209827706
777	0.1209400088
778	0.1208940748
779	0.120859294
780	0.1208358968
781	0.1208116479
782	0.1207900187
783	0.1207728048
784	0.1207473638
785	0.1207151067
786	0.1206970863
787	0.1206657783
788	0.1206227177
789	0.1205981125
790	0.1205652919
791	0.1205301466
792	0.1204930881
793	0.1204611356
794	0.1204285881
795	0.1203723419
796	0.120345038
797	0.1203147799
798	0.1202765503
799	0.1202520479
800	0.1202207633
801	0.1201886487
802	0.1201538245
803	0.1201378164
804	0.1201116951
805	0.1200748865
806	0.120043468
807	0.1200219237
808	0.1199822697
809	0.1199440394
810	0.1199154686
811	0.1198779257
812	0.1198473336
813	0.119822698
814	0.1197852026
815	0.1197544735
816	0.1197317565
817	0.1197046018
818	0.119668714
819	0.1196415114
820	0.119619654
821	0.1195766959
822	0.1195360921
823	0.1195073708
824	0.119477977
825	0.1194657266
826	0.1194416674
827	0.119403072
828	0.119380062
829	0.1193642529
830	0.1193437336
831	0.1193059727
832	0.1192811689
833	0.1192490944
834	0.1192206535
835	0.1191855753
836	0.1191596651
837	0.11912634
838	0.1191052344
839	0.119074745
840	0.1190440087
841	0.1190163933
842	0.1189844305
843	0.1189574179
844	0.1189033254
845	0.1188717717
846	0.1188314851
847	0.1187934977
848	0.1187563041
849	0.1187256027
850	0.1187007041
851	0.1186781801
852	0.1186349232
853	0.1185928822
854	0.1185710139
855	0.1185422207
856	0.1185134002
857	0.1184727878
858	0.1184421771
859	0.1184157342
860	0.1183963912
861	0.1183621992
862	0.1183319063
863	0.1183092929
864	0.118288009
865	0.1182647119
866	0.1182277878
867	0.1181983388
868	0.1181603687
869	0.1181478106
870	0.1181176111
871	0.118096883
872	0.1180601247
873	0.1180304977
874	0.11799425
875	0.1179578091
876	0.1179274208
877	0.1179050381
878	0.1178863772
879	0.1178595433
880	0.117833253
881	0.1177994027
882	0.1177746995
883	0.1177493268
884	0.117713264
885	0.117693765
886	0.1176694076
887	0.1176500469
888	0.1176162445
889	0.1176015965
890	0.1175785121
891	0.1175510879
892	0.1175256254
893	0.1174975901
894	0.1174768929
895	0.1174507637
896	0.1174215028
897	0.1173911488
898	0.1173644154
899	0.1173473601
900	0.117301234
901	0.1172661308
902	0.117236843
903	0.117210318
904	0.1171803604
905	0.1171550404
906	0.1171389188
907	0.1171002373
908	0.1170660337
909	0.1170331324
910	0.1170077328
911	0.1169654779
912	0.1169315053
913	0.1168985719
914	0.1168638485
915	0.1168450754
916	0.1168232288
917	0.1168055914
918	0.1167826639
919	0.116754633
920	0.1167214761
921	0.1167058009
922	0.1166705494
923	0.1166402408
924	0.1166205205
925	0.1165881944
926	0.1165596237
927	0.1165281068
928	0.1164975826
929	0.1164672812
930	0.1164258968
931	0.1164020586
932	0.1163760948
933	0.1163457951
934	0.1163121639
935	0.1162841035
936	0.1162594532
937	0.1162386939
938	0.1162168993
939	0.1161922085
940	0.1161731394
941	0.1161449499
942	0.1161277276
943	0.1161020483
944	0.1160687154
945	0.1160522262
946	0.1160330429
947	0.1160120335
948	0.1159899544
949	0.1159697092
950	0.1159327993
951	0.1159035904
952	0.1158903774
953	0.1158624944
954	0.115838699
955	0.1158138728
956	0.1158019202
957	0.1157792312
958	0.115758209
959	0.1157145642
960	0.1156596181
961	0.1156320416
962	0.1156128442
963	0.1155888381
964	0.1155668412
965	0.1155486429
966	0.1155165498
967	0.1154868328
968	0.1154688562
969	0.1154425343
970	0.1154278227
971	0.115404446
972	0.1153708897
973	0.1153477246
974	0.1153320336
975	0.1152997241
976	0.1152750813
977	0.1152504263
978	0.1152415085
979	0.1152171282
980	0.1151661718
981	0.1151233596
982	0.1151072743
983	0.1150859875
984	0.1150635491
985	0.1150445386
986	0.115016134
987	0.1149873025
988	0.1149675782
989	0.1149518153
990	0.114916279
991	0.1148885198
992	0.1148714932
993	0.1148507902
994	0.1148350192
995	0.1148124336
996	0.1147910764
997	0.114765225
998	0.1147307394
999	0.1147106417
1000	0.1146758131
1001	0.1146379765
1002	0.1146108554
1003	0.1145987364
1004	0.1145723413
1005	0.1145550284
1006	0.1145379411
1007	0.1145221368
1008	0.1145068266
1009	0.1144611537
1010	0.1144426431
1011	0.1144225429
1012	0.1143974986
1013	0.1143814617
1014	0.1143513305
1015	0.1143283132
1016	0.1143091728
1017	0.1142821824
1018	0.1142646902
1019	0.1142311876
1020	0.1142086262
1021	0.1141915894
1022	0.1141635147
1023	0.1141231799
1024	0.1141046998
1025	0.1140650378
1026	0.1140452942
1027	0.1140236468
1028	0.1139928876
1029	0.1139437573
1030	0.113915991
1031	0.1138863904
1032	0.1138481097
1033	0.1138182209
1034	0.1137977869
1035	0.1137800382
1036	0.113748591
1037	0.1137261203
1038	0.1137135006
1039	0.1136822719
1040	0.1136622954
1041	0.1136330848
1042	0.1135982292
1043	0.1135767185
1044	0.1135586847
1045	0.1135394696
1046	0.1135137217
1047	0.1134973457
1048	0.1134713226
1049	0.1134362771
1050	0.1134018689
1051	0.1133893017
1052	0.1133715239
1053	0.1133559317
1054	0.1133277297
1055	0.1133089124
1056	0.1132727082
1057	0.1132426652
1058	0.1132196857
1059	0.1131905652
1060	0.1131582642
1061	0.113150578
1062	0.1131217845
1063	0.1131107535
1064	0.1130765593
1065	0.1130399547
1066	0.1130181673
1067	0.1129900522
1068	0.1129745096
1069	0.1129470819
1070	0.1129321717
1071	0.112915286
1072	0.1128988718
1073	0.1128754276
1074	0.1128526931
1075	0.1128267423
1076	0.1127940226
1077	0.112778475
1078	0.1127430861
1079	0.1127291852
1080	0.1126991647
1081	0.1126820908
1082	0.1126668963
1083	0.112634652
1084	0.1126071558
1085	0.1125867623
1086	0.1125551494
1087	0.1125338401
1088	0.112494445
1089	0.1124724561
1090	0.1124446346
1091	0.1124374498
1092	0.1124086099
1093	0.1123769027
1094	0.1123431695
1095	0.1123295096
1096	0.1122964193
1097	0.1122737426
1098	0.1122392275
1099	0.1122100192
1100	0.1121956439
1101	0.1121738339
1102	0.1121381001
1103	0.1121297631
1104	0.112107714
1105	0.1120703842
1106	0.1120469695
1107	0.1120233911
1108	0.1119953493
1109	0.1119734747
1110	0.1119493071
1111	0.1119273376
1112	0.1119047427
1113	0.1118753319
1114	0.1118418729
1115	0.1118166023
1116	0.1117838909
1117	0.111763108
1118	0.1117455606
1119	0.1117176028
1120	0.1116978238
1121	0.1116804146
1122	0.1116615266
1123	0.1116437805
1124	0.1116132029
1125	0.111572089
1126	0.1115432476
1127	0.1115274203
1128	0.111509653
1129	0.1114930491
1130	0.1114749597
1131	0.1114547317
1132	0.1114347366
1133	0.1114124607
1134	0.1113951455
1135	0.1113661261
1136	0.1113343925
1137	0.111309746
1138	0.1112951334
1139	0.111275028
1140	0.1112402343
1141	0.1112240219
1142	0.1112001844
1143	0.1111704654
1144	0.111143802
1145	0.1111279599
1146	0.1111157616
1147	0.1110931637
1148	0.1110638398
1149	0.1110380285
1150	0.1110134968
1151	0.1109778424
1152	0.1109454668
1153	0.1109149818
1154	0.1108905709
1155	0.1108591528
1156	0.110815861
1157	0.1107769778
1158	0.1107452991
1159	0.1107028418
1160	0.1106850622
1161	0.110657827
1162	0.1106289085
1163	0.1106117789
1164	0.1105941493
1165	0.1105735339
1166	0.1105521688
1167	0.1105231948
1168	0.1104985098
1169	0.1104674171
1170	0.1104345033
1171	0.1104165085
1172	0.1103821529
1173	0.1103544386
1174	0.1103342316
1175	0.1103152094
1176	0.11029199
1177	0.1102637213
1178	0.1102367766
1179	0.1102029481
1180	0.1101788691
1181	0.110160107
1182	0.1101340354
1183	0.1100943522
1184	0.1100652425
1185	0.1100470551
1186	0.1100218695
1187	0.1099984609
1188	0.1099697949
1189	0.1099466895
1190	0.1099229305
1191	0.1099039166
1192	0.1098978801
1193	0.1098679745
1194	0.1098349893
1195	0.1098268949
1196	0.1098020983
1197	0.1097704107
1198	0.1097419624
1199	0.1097087661
1200	0.1096678608
1201	0.109641541
1202	0.1096032375
1203	0.1095909879
1204	0.1095587202
1205	0.1095414013
1206	0.1095106629
1207	0.1094932437
1208	0.1094695623
1209	0.109449903
1210	0.1094286551
1211	0.1094051366
1212	0.1093844837
1213	0.1093687606
1214	0.1093478064
1215	0.1093256529
1216	0.1092868393
1217	0.1092718573
1218	0.109247402
1219	0.1092240633
1220	0.1092075635
1221	0.1091784801
1222	0.1091471104
1223	0.1091206903
1224	0.1091051822
1225	0.1090793534
1226	0.1090670736
1227	0.1090384265
1228	0.1090079795
1229	0.1089789282
1230	0.1089468777
1231	0.1089328563
1232	0.1088973673
1233	0.108880286
1234	0.1088582588
1235	0.1088450799
1236	0.1088205384
1237	0.1087999725
1238	0.1087720247
1239	0.1087519393
1240	0.1087281437
1241	0.1087061982
1242	0.1086757261
1243	0.1086531268
1244	0.1086251418
1245	0.1086014664
1246	0.1085746718
1247	0.1085544659
1248	0.1085156289
1249	0.1084898512
1250	0.1084739446
1251	0.1084516034
1252	0.1084352218
1253	0.108409104
1254	0.1083945776
1255	0.1083629541
1256	0.1083334417
1257	0.1083202166
1258	0.1082951215
1259	0.1082881579
1260	0.1082622918
1261	0.1082424565
1262	0.1082111965
1263	0.1081869158
1264	0.1081659409
1265	0.1081506943
1266	0.1081248415
1267	0.1081020209
1268	0.1080851085
1269	0.1080604565
1270	0.1080289407
1271	0.1079999151
1272	0.1079672162
1273	0.1079422388
1274	0.1079256423
1275	0.1078962232
1276	0.1078845881
1277	0.1078783619
1278	0.1078494341
1279	0.1078282511
1280	0.1077965843
1281	0.1077756871
1282	0.1077547602
1283	0.1077277625
1284	0.1077048724
1285	0.1076790823
1286	0.1076411649
1287	0.1076208279
1288	0.1075975157
1289	0.1075747674
1290	0.1075482049
1291	0.1075245467
1292	0.1074942197
1293	0.1074734733
1294	0.1074464451
1295	0.1074223891
1296	0.1073990379
1297	0.1073868226
1298	0.1073569311
1299	0.107332883
1300	0.1073067932
1301	0.1072841053
1302	0.1072548505
1303	0.1072334108
1304	0.1072211251
1305	0.1071953158
1306	0.1071722367
1307	0.1071507337
1308	0.1071242341
1309	0.1070959017
1310	0.107078469
1311	0.1070527227
1312	0.1070323169
1313	0.1070078224
1314	0.1069832416
1315	0.106956939
1316	0.106942836
1317	0.1069178163
1318	0.1069032961
1319	0.1068858819
1320	0.1068587593
1321	0.1068526357
1322	0.1068318501
1323	0.1068129676
1324	0.1067932339
1325	0.1067464489
1326	0.1067088944
1327	0.1066810115
1328	0.1066591675
1329	0.1066312547
1330	0.1066190102
1331	0.1065988991
1332	0.1065844647
1333	0.1065622238
1334	0.1065264718
1335	0.1065003393
1336	0.1064763119
1337	0.1064544221
1338	0.106436065
1339	0.1064139725
1340	0.1063855024
1341	0.1063671111
1342	0.1063534878
1343	0.1063180046
1344	0.1062994001
1345	0.1062633082
1346	0.1062381156
1347	0.1062169478
1348	0.1061869265
1349	0.1061718636
1350	0.1061456893
1351	0.1061314837
1352	0.1061044095
1353	0.1060857579
1354	0.1060660618
1355	0.1060477856
1356	0.1060419718
1357	0.1059962722
1358	0.1059835312
1359	0.1059668895
1360	0.1059487191
1361	0.1059121082
1362	0.1058883386
1363	0.1058787524
1364	0.1058536657
1365	0.1058327858
1366	0.1058098681
1367	0.1057881823
1368	0.1057701622
1369	0.1057552416
1370	0.1057328324
1371	0.1057054385
1372	0.1056817652
1373	0.1056590204
1374	0.1056311125
1375	0.1056081025
1376	0.1055957345
1377	0.105576621
1378	0.1055470119
1379	0.1055288618
1380	0.1055102869
1381	0.105481358
1382	0.1054601579
1383	0.1054372979
1384	0.1054196387
1385	0.1053986232
1386	0.1053856032
1387	0.1053635046
1388	0.1053388551
1389	0.105306402
1390	0.1052756664
1391	0.1052522358
1392	0.1052241112
1393	0.1052188514
1394	0.1051949722
1395	0.1051734895
1396	0.1051554981
1397	0.105129599
1398	0.1051161314
1399	0.105095425
1400	0.1050681155
1401	0.1050459359
1402	0.1050298797
1403	0.105024487
1404	0.1049951336
1405	0.1049704889
1406	0.1049429768
1407	0.1049182812
1408	0.1048842459
1409	0.1048567674
1410	0.1048250871
1411	0.1048088914
1412	0.1047853615
1413	0.104766779
1414	0.1047533041
1415	0.1047325291
1416	0.104700543
1417	0.104688594
1418	0.1046631827
1419	0.1046424791
1420	0.1046301811
1421	0.1045971974
1422	0.1045838798
1423	0.1045665673
1424	0.1045359513
1425	0.1045060784
1426	0.1044789384
1427	0.1044663321
1428	0.1044316369
1429	0.1044045107
1430	0.104379811
1431	0.1043589428
1432	0.104345495
1433	0.1043405116
1434	0.1043204323
1435	0.1043018155
1436	0.1042756394
1437	0.1042672867
1438	0.104251827
1439	0.104239503
1440	0.1042115358
1441	0.1041848802
1442	0.104161458
1443	0.1041431491
1444	0.1041201547
1445	0.1040959377
1446	0.1040666927
1447	0.1040333349
1448	0.1040070096
1449	0.1039781236
1450	0.1039640103
1451	0.1039328097
1452	0.103908164
1453	0.103888229
1454	0.1038693389
1455	0.1038472475
1456	0.1038287927
1457	0.1038119467
1458	0.1037856754
1459	0.1037662877
1460	0.1037507106
1461	0.1037367689
1462	0.1037192082
1463	0.1036847429
1464	0.1036596044
1465	0.1036455656
1466	0.1036244319
1467	0.1036061567
1468	0.1035938752
1469	0.1035698958
1470	0.1035444805
1471	0.1035268996
1472	0.1035045765
1473	0.1034865564
1474	0.1034599945
1475	0.1034372662
1476	0.1034197601
1477	0.103407564
1478	0.1033817426
1479	0.1033653423
1480	0.1033434849
1481	0.1033244254
1482	0.1033055382
1483	0.1032767229
1484	0.1032700058
1485	0.1032472709
1486	0.1032163391
1487	0.1031983121
1488	0.1031760238
1489	0.1031447758
1490	0.1031309966
1491	0.1031016868
1492	0.1030736696
1493	0.1030542356
1494	0.1030369535
1495	0.1030130488
1496	0.1029822605
1497	0.1029535878
1498	0.1029259488
1499	0.1028989419
1500	0.1028621057
1501	0.1028391527
1502	0.1028165426
1503	0.1028025288
1504	0.1027832755
1505	0.1027684632
1506	0.102751281
1507	0.1027435234
1508	0.1027202858
1509	0.1026890422
1510	0.1026747253
1511	0.102657891
1512	0.1026376344
